profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,household_size,youth_driver_flag,senior_driver_flag,prior_claim_count,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag
3290,Region 3,S06,1M,4,3,3,0,0,0,0,Entry,High,Rural
3301,Region 2,S12,2M,6,4,4,1,1,0,0,High Net Worth,Medium,Urban
3305,Region 5,S09,1M,6,4,4,0,0,0,0,Entry,Low,Urban
3307,Region 1,S02,5M,5,4,4,0,0,0,1,Entry,Medium,Suburban
3310,Region 1,S02,5M,4,4,4,0,0,0,1,Standard,Medium,Urban
3314,Region 4,S08,1M,4,4,4,1,0,1,1,Premium,Low,Suburban
3320,Region 3,S05,2M,2,2,2,0,0,2,0,Standard,Medium,Urban
3338,Region 5,S11,1M,2,1,1,0,0,0,1,Entry,Medium,Suburban
3358,Region 3,S06,1M,4,2,2,0,0,0,1,High Net Worth,High,Suburban
3394,Region 1,S01,2M,3,3,3,0,0,0,0,Standard,High,Rural
3395,Region 5,S09,1M,6,6,6,0,0,0,1,Standard,Medium,Suburban
3396,Region 2,S12,1M,4,4,4,0,0,0,1,Entry,Medium,Urban
3417,Region 4,S08,2M,2,1,1,1,0,0,0,Entry,Medium,Suburban
3423,Region 4,S08,5M,2,2,3,0,1,0,0,Standard,Low,Suburban
3432,Region 4,S07,2M,4,3,3,0,0,0,0,Standard,Medium,Urban
3435,Region 1,S02,2M,3,2,2,0,0,0,1,Standard,Medium,Urban
3503,Region 1,S01,1M,1,1,1,0,0,0,0,Standard,Low,Urban
3571,Region 5,S10,2M,2,2,2,0,0,1,0,Premium,High,Urban
3581,Region 5,S10,2M,4,2,2,0,0,0,0,Entry,Low,Suburban
3608,Region 2,S04,5M,8,6,6,1,0,0,1,Standard,Medium,Urban
3612,Region 3,S05,1M,5,4,4,0,0,0,1,Entry,High,Suburban
3615,Region 4,S08,2M,3,2,2,0,1,0,1,Entry,Medium,Rural
3636,Region 1,S02,1M,4,3,4,0,1,0,1,High Net Worth,Medium,Suburban
3654,Region 2,S03,5M,3,2,2,0,0,0,0,Premium,High,Rural
3657,Region 2,S03,1M,4,2,2,0,1,0,0,Premium,Medium,Urban
3661,Region 2,S04,1M,6,5,6,0,0,1,0,Standard,Medium,Urban
3700,Region 3,S06,2M,5,4,5,0,0,0,0,Premium,Low,Suburban
3712,Region 5,S10,1M,2,2,2,1,1,0,1,Standard,Medium,Rural
3715,Region 5,S11,2M,5,4,4,0,0,0,1,Standard,Low,Rural
3717,Region 5,S09,1M,3,2,2,0,0,0,0,Standard,Medium,Suburban
3726,Region 5,S10,1M,4,3,3,0,1,0,0,Premium,High,Suburban
3734,Region 4,S07,1M,2,2,2,0,0,0,0,Entry,High,Urban
3738,Region 5,S09,1M,4,2,3,0,0,0,0,High Net Worth,High,Urban
3739,Region 5,S10,2M,4,4,5,0,0,0,0,Standard,High,Suburban
3762,Region 3,S05,1M,1,1,1,0,0,0,1,Standard,Medium,Urban
3786,Region 2,S12,1M,2,2,2,0,0,0,0,Premium,High,Rural
3787,Region 2,S12,2M,4,3,3,0,0,0,1,Premium,Medium,Rural
3790,Region 5,S09,1M,1,1,2,0,0,0,0,Entry,Low,Urban
3792,Region 3,S05,1M,3,3,4,0,0,0,0,Standard,Low,Rural
3803,Region 3,S05,2M,6,6,7,1,0,1,1,Premium,High,Urban
3805,Region 1,S01,1M,7,5,5,0,0,0,1,High Net Worth,Medium,Urban
3822,Region 4,S08,2M,3,2,3,0,0,0,1,Entry,Medium,Urban
3843,Region 4,S08,2M,5,5,5,1,1,1,0,Standard,Medium,Rural
3862,Region 1,S01,1M,2,1,1,0,0,0,1,Standard,Medium,Rural
3892,Region 5,S09,1M,7,5,5,0,1,0,0,Entry,Low,Rural
3897,Region 3,S05,1M,4,2,2,0,0,0,0,Standard,Low,Urban
3905,Region 3,S05,1M,2,1,1,0,1,1,0,Premium,Low,Rural
3916,Region 3,S05,1M,2,1,1,0,0,0,0,Entry,Medium,Urban
3936,Region 2,S04,2M,4,4,4,0,0,0,0,Standard,High,Suburban
3945,Region 2,S03,5M,3,1,2,0,0,0,1,Premium,Medium,Urban
3947,Region 2,S03,5M,4,3,3,0,0,0,1,Standard,Low,Urban
3956,Region 4,S08,5M,3,1,2,0,0,1,1,Standard,Low,Urban
4008,Region 2,S03,1M,1,1,1,0,0,0,1,Standard,Low,Suburban
4010,Region 4,S08,5M,7,5,5,0,0,0,1,High Net Worth,Medium,Urban
4023,Region 3,S05,2M,2,1,2,0,0,0,0,Standard,High,Urban
4025,Region 5,S10,2M,2,1,2,0,0,0,0,Standard,High,Rural
4051,Region 2,S12,2M,2,2,2,0,0,0,1,Premium,High,Urban
4052,Region 5,S09,5M,5,2,3,0,0,1,0,High Net Worth,High,Urban
4064,Region 4,S08,2M,2,2,3,0,0,0,1,Standard,Medium,Rural
4073,Region 3,S06,2M,4,3,4,0,0,0,1,Standard,High,Suburban
4080,Region 3,S06,1M,3,2,2,0,0,0,1,Entry,Medium,Suburban
4081,Region 3,S05,2M,2,1,1,0,0,0,0,Standard,Medium,Rural
4082,Region 2,S04,1M,7,4,4,0,0,0,0,High Net Worth,Medium,Suburban
4104,Region 3,S05,1M,5,3,3,0,0,0,1,Entry,Low,Urban
4108,Region 5,S09,1M,8,6,7,0,0,0,1,Standard,Medium,Suburban
4146,Region 2,S04,1M,4,4,4,0,0,0,0,Entry,Low,Suburban
4149,Region 3,S06,1M,6,4,4,0,0,2,1,Standard,Low,Suburban
4152,Region 4,S07,2M,4,3,3,0,0,0,1,Premium,Medium,Urban
4156,Region 1,S01,2M,2,1,2,0,0,0,1,Premium,High,Suburban
4163,Region 5,S11,5M,5,3,3,0,0,1,1,High Net Worth,Medium,Suburban
4185,Region 5,S11,1M,6,5,5,0,0,1,0,Standard,High,Suburban
4190,Region 3,S06,1M,6,4,4,0,0,0,0,Premium,High,Urban
4194,Region 5,S10,1M,4,4,4,0,0,0,1,Entry,Low,Urban
4196,Region 4,S07,1M,2,1,2,0,0,0,0,Premium,High,Urban
4222,Region 1,S01,1M,1,1,2,0,1,1,1,Premium,Medium,Urban
4229,Region 4,S07,1M,4,3,3,0,0,0,1,Standard,Low,Rural
4233,Region 5,S09,5M,2,2,2,0,0,0,1,Entry,Medium,Urban
4244,Region 4,S07,5M,4,2,2,0,0,0,1,Standard,Low,Suburban
4245,Region 5,S09,5M,4,3,3,0,0,0,0,Entry,Medium,Rural
4247,Region 5,S11,1M,3,1,1,0,0,0,1,Standard,Medium,Rural
4250,Region 5,S10,1M,4,3,3,0,0,0,1,Standard,High,Rural
4254,Region 4,S07,1M,2,2,2,0,1,0,1,Entry,Medium,Suburban
4257,Region 1,S01,2M,5,4,4,0,0,1,1,Standard,Medium,Urban
4273,Region 5,S10,1M,4,2,2,0,0,0,1,Entry,Medium,Urban
4281,Region 1,S01,2M,4,3,3,0,0,0,1,Standard,Medium,Rural
4283,Region 4,S08,2M,1,1,1,0,0,0,1,Standard,High,Suburban
4288,Region 2,S04,5M,6,3,4,0,0,1,0,High Net Worth,Low,Rural
4294,Region 4,S08,1M,3,2,2,0,0,0,0,Entry,Medium,Urban
4329,Region 5,S11,1M,5,2,3,0,0,0,0,High Net Worth,Medium,Rural
4338,Region 1,S01,1M,6,5,5,0,0,0,0,Premium,High,Urban
4344,Region 2,S04,1M,6,5,5,1,0,1,0,Standard,High,Urban
4362,Region 4,S07,1M,1,1,1,0,0,0,0,Standard,Low,Urban
4368,Region 4,S08,1M,7,5,5,0,0,0,1,Standard,High,Urban
4383,Region 2,S04,5M,5,3,3,0,0,0,0,Premium,Medium,Suburban
4386,Region 5,S11,5M,2,1,1,0,1,0,1,Standard,Medium,Suburban
4388,Region 2,S03,2M,3,2,2,0,0,0,0,Standard,High,Urban
4414,Region 2,S03,5M,5,4,4,0,1,1,0,Standard,High,Suburban
4420,Region 4,S07,1M,3,2,3,0,0,0,1,Entry,High,Suburban
4422,Region 2,S03,2M,2,1,1,0,0,0,0,Premium,High,Urban
4423,Region 4,S08,1M,2,1,1,0,1,0,0,Entry,High,Urban
4447,Region 3,S05,2M,3,1,2,0,1,0,1,Entry,Medium,Urban
4450,Region 1,S01,1M,2,1,1,0,0,0,1,Entry,Medium,Urban
4452,Region 2,S12,5M,2,2,2,0,0,1,1,Standard,Medium,Suburban
4473,Region 4,S08,2M,5,4,5,0,0,0,1,Premium,Medium,Suburban
4493,Region 2,S12,5M,5,4,4,0,0,0,0,Entry,High,Rural
4499,Region 5,S11,1M,3,3,3,0,0,0,1,Premium,Medium,Urban
4506,Region 3,S05,1M,4,3,3,1,0,0,1,Standard,Medium,Suburban
4507,Region 3,S06,2M,4,2,3,0,0,0,1,Standard,High,Urban
4511,Region 4,S08,1M,3,2,2,0,0,0,1,Premium,High,Suburban
4514,Region 1,S02,5M,4,3,3,0,0,2,0,Premium,High,Rural
4520,Region 2,S04,1M,3,1,1,0,1,0,0,Entry,High,Rural
4544,Region 3,S06,1M,5,3,3,0,0,0,0,Entry,High,Suburban
4546,Region 2,S04,2M,5,3,3,0,0,0,0,Entry,Medium,Rural
4550,Region 2,S04,1M,4,2,3,0,0,0,0,Standard,Low,Urban
4581,Region 5,S09,1M,3,1,1,0,1,0,1,Standard,Medium,Suburban
4594,Region 2,S03,1M,2,1,2,0,0,0,0,Premium,High,Suburban
4605,Region 5,S09,1M,4,3,3,0,0,0,1,Premium,Medium,Rural
4609,Region 1,S02,1M,3,3,3,1,0,0,1,Standard,High,Rural
4614,Region 3,S06,2M,1,1,1,0,0,0,1,Premium,High,Urban
4616,Region 2,S04,2M,4,3,3,0,0,0,0,Premium,Medium,Urban
4619,Region 3,S06,1M,3,2,3,0,0,0,1,Premium,Medium,Suburban
4625,Region 1,S02,5M,3,2,2,0,0,0,0,Entry,High,Urban
4635,Region 4,S08,1M,6,4,5,0,0,0,0,Premium,Medium,Suburban
4644,Region 1,S01,5M,4,3,3,0,0,0,0,Standard,Medium,Urban
4646,Region 2,S12,2M,2,1,1,0,0,0,1,Standard,High,Urban
4654,Region 1,S02,1M,4,3,3,1,0,0,0,Standard,Medium,Suburban
4655,Region 3,S06,1M,7,6,7,1,0,1,0,Standard,High,Suburban
4657,Region 5,S11,1M,2,2,2,0,1,0,0,Standard,Medium,Suburban
4659,Region 4,S07,1M,3,2,3,0,0,0,1,Premium,Medium,Urban
4670,Region 2,S04,1M,1,1,1,1,0,0,1,Entry,Medium,Suburban
4671,Region 2,S03,1M,4,3,3,0,0,0,1,Entry,High,Suburban
4685,Region 2,S12,1M,5,4,5,0,0,2,1,Standard,Low,Suburban
4689,Region 5,S11,2M,5,3,3,1,0,0,0,Premium,High,Urban
4700,Region 5,S10,2M,5,3,3,0,0,0,0,Entry,Low,Suburban
4725,Region 1,S02,1M,2,2,2,0,1,1,0,Standard,Medium,Urban
4728,Region 2,S04,1M,4,3,3,0,0,2,1,Entry,High,Suburban
4732,Region 5,S11,1M,2,1,1,0,0,0,0,Standard,High,Suburban
4746,Region 1,S01,2M,2,1,2,0,0,0,1,Standard,Low,Rural
4780,Region 4,S08,1M,6,5,5,0,0,0,1,Standard,Medium,Urban
4791,Region 3,S06,2M,2,2,3,0,0,0,0,Standard,Medium,Suburban
4812,Region 5,S09,5M,3,2,2,0,0,0,0,Standard,High,Urban
4832,Region 2,S04,2M,4,3,3,0,0,0,0,Premium,High,Suburban
4879,Region 3,S05,2M,6,4,5,0,1,0,0,Entry,High,Suburban
4882,Region 4,S08,1M,4,4,4,0,0,0,1,Standard,Medium,Suburban
4892,Region 2,S04,1M,5,4,4,0,0,0,1,High Net Worth,High,Urban
4901,Region 3,S06,2M,1,1,1,0,0,0,0,Standard,High,Rural
4907,Region 5,S11,1M,5,4,4,0,1,0,1,Entry,Low,Suburban
4912,Region 3,S06,1M,7,4,4,0,0,0,0,High Net Worth,High,Urban
4932,Region 4,S08,2M,4,4,4,1,0,1,1,Standard,Low,Rural
4940,Region 2,S03,1M,4,2,2,0,0,1,0,Premium,High,Suburban
4941,Region 5,S11,2M,4,3,3,0,0,0,1,Entry,Medium,Urban
4942,Region 1,S01,1M,2,2,2,0,0,0,0,Premium,Medium,Urban
4976,Region 3,S06,1M,2,2,2,0,0,0,0,Premium,Low,Rural
5003,Region 5,S10,2M,5,4,4,0,0,0,0,Entry,Medium,Urban
5006,Region 3,S06,1M,5,4,4,1,0,1,0,Standard,High,Urban
5020,Region 3,S06,2M,1,1,2,1,1,0,1,Standard,High,Urban
5035,Region 4,S08,2M,3,2,3,0,0,0,1,Entry,Medium,Suburban
5039,Region 5,S11,5M,4,3,3,0,0,1,1,Standard,Medium,Urban
5041,Region 2,S04,5M,1,1,2,0,0,0,0,Standard,Medium,Rural
5047,Region 2,S04,2M,4,4,4,0,0,0,1,Standard,Medium,Urban
5048,Region 5,S10,2M,6,5,5,0,0,0,0,Entry,High,Suburban
5053,Region 4,S07,2M,3,2,2,0,1,0,1,Entry,High,Urban
5059,Region 4,S08,1M,4,3,3,0,0,0,0,Premium,High,Urban
5070,Region 4,S07,1M,4,2,3,0,0,2,1,High Net Worth,Medium,Rural
5071,Region 2,S04,2M,5,4,4,0,0,0,0,Entry,Low,Urban
5074,Region 4,S07,1M,1,1,1,0,0,0,0,Entry,High,Suburban
5099,Region 5,S10,5M,4,2,2,0,1,0,1,Entry,Medium,Rural
5105,Region 5,S10,1M,7,6,7,0,0,0,1,High Net Worth,Low,Suburban
5113,Region 5,S10,1M,6,3,3,0,0,0,0,High Net Worth,Medium,Suburban
5121,Region 4,S08,1M,3,3,4,0,1,0,0,Standard,High,Suburban
5131,Region 2,S04,2M,4,3,3,0,0,0,0,Premium,Medium,Urban
5135,Region 5,S11,5M,4,3,3,0,0,0,0,Standard,Medium,Suburban
5147,Region 5,S11,1M,6,4,4,0,0,0,0,Standard,Medium,Urban
5155,Region 1,S02,2M,6,5,5,0,0,0,1,High Net Worth,High,Suburban
5158,Region 4,S08,5M,1,1,1,0,1,1,1,Premium,Medium,Rural
5159,Region 3,S06,5M,3,3,3,0,0,0,1,Standard,Medium,Urban
5170,Region 3,S05,1M,1,1,2,0,0,0,0,Standard,High,Urban
5179,Region 4,S07,1M,1,1,1,0,0,0,1,Premium,Low,Suburban
5211,Region 3,S06,5M,5,4,4,0,0,1,1,Entry,Medium,Suburban
5212,Region 2,S04,5M,6,6,7,0,0,2,0,Standard,High,Suburban
5216,Region 3,S06,2M,3,1,1,0,0,0,0,Premium,Low,Urban
5220,Region 1,S02,1M,4,3,3,0,0,0,0,Standard,Medium,Suburban
5223,Region 1,S02,1M,3,3,3,0,0,0,0,Entry,Medium,Rural
5224,Region 1,S02,1M,5,3,4,0,0,0,1,Entry,Low,Suburban
5269,Region 5,S11,2M,5,5,5,0,0,0,0,Standard,Low,Urban
5271,Region 2,S12,1M,4,3,3,0,0,1,1,Premium,High,Urban
5277,Region 4,S07,1M,2,2,2,0,1,1,1,Standard,Medium,Suburban
5289,Region 3,S05,5M,2,1,1,0,0,0,1,Premium,Medium,Suburban
5310,Region 2,S04,1M,2,2,3,0,0,0,0,Standard,Medium,Suburban
5318,Region 5,S11,1M,2,2,2,1,0,0,1,Entry,Medium,Suburban
5325,Region 2,S03,1M,3,2,3,1,0,0,0,Entry,Medium,Urban
5331,Region 5,S10,2M,3,3,4,0,0,1,0,Premium,High,Suburban
5344,Region 4,S08,5M,4,4,4,0,0,0,1,Standard,High,Urban
5347,Region 5,S09,2M,3,2,2,0,0,0,0,Premium,Medium,Suburban
5349,Region 5,S09,2M,6,5,5,0,0,0,1,Standard,Medium,Suburban
5354,Region 4,S08,1M,5,4,4,0,1,0,0,Standard,Medium,Urban
5355,Region 5,S11,1M,4,2,2,0,0,0,0,Standard,Medium,Suburban
5390,Region 2,S12,1M,4,2,3,0,0,0,0,Premium,Low,Suburban
5394,Region 3,S06,1M,2,1,1,0,0,0,0,Entry,Medium,Suburban
5396,Region 3,S06,5M,2,2,2,0,1,0,0,Premium,High,Suburban
5423,Region 5,S10,5M,3,1,1,0,0,1,0,Standard,Low,Urban
5429,Region 2,S12,2M,5,3,3,0,0,0,1,Premium,Low,Urban
5432,Region 3,S06,2M,3,2,3,1,0,2,1,Standard,Low,Urban
5439,Region 2,S12,2M,6,4,4,0,0,0,1,Premium,Low,Urban
5448,Region 3,S05,1M,1,1,2,0,0,0,0,Premium,High,Suburban
5449,Region 4,S07,1M,2,2,2,0,0,1,0,Entry,High,Rural
5465,Region 1,S01,1M,5,3,3,1,0,0,0,Standard,Medium,Urban
5474,Region 2,S03,2M,5,3,3,0,0,0,1,Entry,High,Suburban
5481,Region 1,S01,1M,4,3,3,1,0,1,0,Standard,Medium,Suburban
5489,Region 3,S06,5M,1,1,2,0,0,1,0,Premium,Medium,Urban
5511,Region 1,S02,1M,3,3,4,0,0,0,0,Premium,Medium,Suburban
5534,Region 3,S05,1M,5,4,4,0,0,0,0,Entry,High,Suburban
5541,Region 2,S12,2M,1,1,1,1,0,0,0,Standard,Medium,Suburban
5549,Region 5,S09,1M,2,2,3,0,0,0,1,Standard,Medium,Urban
5559,Region 5,S09,1M,5,3,3,0,0,0,0,Entry,Medium,Suburban
5563,Region 1,S02,1M,3,1,2,0,0,1,1,Standard,High,Suburban
5568,Region 2,S03,1M,2,2,2,0,1,0,0,Standard,Low,Urban
5580,Region 5,S10,1M,4,4,4,0,0,0,1,Standard,Medium,Suburban
5604,Region 5,S11,1M,1,1,1,0,1,0,1,Premium,Low,Suburban
5620,Region 1,S02,2M,1,1,1,0,0,0,1,Standard,Medium,Urban
5639,Region 1,S01,1M,5,3,4,0,0,0,1,Standard,High,Suburban
5642,Region 5,S10,1M,2,1,2,0,0,0,0,Standard,Low,Suburban
5670,Region 5,S10,1M,7,6,7,0,0,0,0,Standard,High,Suburban
5672,Region 5,S11,2M,3,2,2,0,0,0,1,Standard,Medium,Suburban
5706,Region 3,S06,2M,2,1,1,0,0,0,1,Premium,High,Rural
5708,Region 5,S10,1M,7,5,6,1,0,0,1,High Net Worth,High,Urban
5710,Region 4,S08,5M,1,1,1,0,0,0,0,Standard,Low,Urban
5712,Region 4,S07,5M,6,5,5,0,1,0,1,High Net Worth,Medium,Suburban
5717,Region 5,S10,2M,3,2,2,0,0,0,1,Standard,High,Rural
5719,Region 1,S02,1M,6,4,5,0,0,0,1,High Net Worth,Medium,Rural
5744,Region 5,S11,1M,4,3,3,0,0,0,1,Standard,Medium,Urban
5758,Region 3,S06,1M,1,1,1,0,0,0,0,Entry,Medium,Urban
5763,Region 5,S09,1M,6,4,4,1,1,0,1,Standard,Medium,Urban
5767,Region 3,S05,1M,2,2,3,0,0,0,1,Premium,Medium,Urban
5780,Region 1,S02,2M,2,2,2,0,1,0,1,Standard,Medium,Rural
5782,Region 2,S12,1M,5,3,3,0,1,0,0,Premium,High,Urban
5785,Region 2,S04,5M,5,3,3,0,0,0,1,Standard,Medium,Rural
5800,Region 3,S05,1M,5,4,5,1,0,0,0,Premium,Medium,Rural
5810,Region 5,S10,5M,3,2,3,0,0,0,1,Premium,Medium,Urban
5829,Region 4,S07,2M,4,3,3,0,0,0,1,Standard,Medium,Rural
5855,Region 1,S01,2M,3,2,2,0,0,0,1,Standard,Medium,Urban
5861,Region 4,S08,1M,5,4,4,0,0,0,0,Entry,Medium,Suburban
5865,Region 5,S09,1M,2,2,2,0,0,0,1,Premium,Low,Rural
5867,Region 5,S10,5M,2,2,3,0,0,0,1,Entry,High,Suburban
5880,Region 2,S04,1M,5,3,3,0,0,1,0,Standard,High,Rural
5904,Region 5,S10,5M,4,2,2,0,1,0,1,Entry,Medium,Suburban
5905,Region 3,S06,1M,2,2,2,0,0,0,0,Standard,High,Rural
5929,Region 5,S11,2M,1,1,1,0,0,0,0,Entry,Medium,Suburban
5938,Region 3,S05,2M,5,4,4,0,0,0,1,Standard,High,Suburban
5939,Region 4,S08,1M,5,3,3,0,0,0,1,Standard,Medium,Rural
5958,Region 1,S02,2M,2,2,2,0,0,0,1,Standard,High,Suburban
5969,Region 4,S08,5M,5,4,4,0,0,0,1,Standard,Medium,Urban
5971,Region 3,S05,1M,5,4,4,1,0,2,1,Premium,High,Urban
5980,Region 5,S09,2M,3,3,3,0,0,0,0,Premium,High,Suburban
5982,Region 4,S07,2M,3,2,3,0,0,0,1,Entry,Medium,Urban
5983,Region 5,S10,1M,4,3,3,0,0,0,1,Premium,High,Suburban
5986,Region 3,S05,1M,8,6,6,0,0,0,1,Entry,Low,Rural
5999,Region 5,S11,1M,2,1,1,0,0,0,1,Entry,High,Rural
6001,Region 3,S06,5M,2,2,2,0,0,0,1,Entry,High,Urban
6017,Region 2,S03,5M,5,2,3,0,0,0,1,High Net Worth,Medium,Rural
6063,Region 2,S03,5M,3,3,3,0,0,0,1,Standard,High,Rural
6072,Region 1,S01,1M,3,1,1,0,0,0,0,Entry,High,Urban
6092,Region 1,S02,1M,1,1,1,0,0,0,1,Premium,Medium,Urban
6101,Region 4,S07,1M,2,2,2,0,0,1,0,Standard,Medium,Urban
6106,Region 2,S12,5M,3,2,2,0,1,0,1,Premium,Medium,Rural
6109,Region 3,S05,2M,2,1,1,0,0,0,1,Premium,High,Suburban
6118,Region 2,S03,1M,7,6,6,0,0,1,1,Standard,Medium,Rural
6139,Region 2,S03,1M,4,3,3,0,0,1,1,Standard,Low,Urban
6145,Region 4,S08,1M,4,2,2,0,0,0,1,Entry,High,Suburban
6149,Region 5,S11,2M,4,3,3,0,0,0,1,Premium,High,Suburban
6152,Region 5,S09,1M,4,4,4,1,0,0,1,Premium,Medium,Suburban
6153,Region 3,S05,1M,2,1,1,0,0,0,1,Entry,Medium,Rural
6154,Region 2,S04,5M,5,5,5,0,0,0,1,Standard,Medium,Suburban
6167,Region 4,S08,1M,4,3,3,0,0,0,0,Entry,Low,Urban
6176,Region 2,S12,1M,3,3,4,1,0,0,1,Premium,Medium,Rural
6178,Region 3,S05,2M,3,3,3,1,0,1,1,Standard,High,Urban
6188,Region 2,S04,1M,4,4,4,0,0,0,0,Standard,Medium,Suburban
6193,Region 2,S03,1M,5,3,3,0,0,0,0,Standard,Low,Suburban
6212,Region 5,S09,1M,7,5,5,0,0,0,1,Standard,High,Suburban
6214,Region 4,S08,2M,4,2,2,0,0,0,1,Standard,Medium,Suburban
6232,Region 3,S06,1M,7,6,7,0,0,0,1,Entry,High,Rural
6233,Region 5,S10,1M,5,3,3,0,0,0,1,Premium,Medium,Suburban
6235,Region 3,S05,1M,1,1,1,0,0,0,1,Standard,Low,Rural
6236,Region 1,S02,2M,3,2,2,0,0,1,0,Standard,Medium,Suburban
6242,Region 2,S03,2M,2,2,2,0,0,0,1,Standard,Medium,Urban
6268,Region 5,S10,1M,4,3,3,0,0,0,0,Entry,High,Suburban
6271,Region 3,S06,1M,3,2,2,0,0,0,0,Standard,Medium,Suburban
6273,Region 4,S08,1M,3,3,4,0,1,1,1,Standard,High,Urban
6291,Region 5,S09,2M,5,4,4,0,0,0,0,Standard,High,Rural
6294,Region 2,S12,5M,5,5,5,0,1,0,0,Premium,High,Rural
6300,Region 2,S12,1M,1,1,1,0,0,0,1,Standard,High,Suburban
6302,Region 3,S06,1M,4,3,4,0,0,0,1,Premium,Low,Suburban
6314,Region 2,S03,1M,5,4,4,0,0,0,0,Premium,Medium,Suburban
6319,Region 3,S06,1M,3,1,1,0,0,0,1,Standard,Medium,Urban
6322,Region 3,S05,1M,5,4,4,0,0,0,1,Standard,Low,Suburban
6323,Region 5,S11,2M,5,5,5,0,0,0,1,Entry,High,Suburban
6324,Region 1,S02,1M,4,3,3,0,0,0,0,Premium,High,Rural
6330,Region 2,S04,1M,3,3,4,0,0,0,0,Premium,High,Suburban
6335,Region 5,S09,1M,2,1,2,0,0,0,1,Standard,Medium,Suburban
6348,Region 5,S09,2M,2,2,2,0,0,2,1,Entry,High,Suburban
6356,Region 3,S06,2M,6,3,3,0,0,0,0,High Net Worth,Medium,Urban
6371,Region 5,S11,1M,4,2,3,0,0,0,1,Standard,Medium,Urban
6393,Region 3,S05,2M,4,2,3,0,0,0,1,Premium,Low,Rural
6397,Region 5,S10,1M,3,2,2,1,0,0,0,Standard,Medium,Suburban
6399,Region 4,S07,2M,6,6,7,0,0,0,0,Standard,Medium,Suburban
6400,Region 5,S10,1M,3,2,2,0,0,0,1,Standard,Medium,Rural
6412,Region 5,S10,1M,4,3,3,1,0,0,1,Standard,Medium,Urban
6419,Region 5,S11,1M,2,1,1,0,0,0,0,Standard,High,Rural
6424,Region 5,S10,2M,5,3,3,0,0,1,0,Standard,Medium,Urban
6427,Region 1,S02,2M,3,1,1,0,1,0,1,Entry,High,Suburban
6433,Region 1,S02,2M,4,3,3,0,0,0,1,Premium,Low,Urban
6440,Region 4,S07,1M,2,2,2,0,0,1,0,Premium,Medium,Urban
6444,Region 5,S10,2M,4,3,3,0,0,0,0,Standard,Low,Suburban
6456,Region 5,S09,1M,7,6,6,0,0,2,0,Standard,Medium,Urban
6457,Region 3,S06,1M,1,1,1,0,0,0,1,Standard,Medium,Suburban
6460,Region 5,S09,1M,2,1,1,0,0,0,1,Premium,High,Suburban
6480,Region 3,S05,5M,5,3,4,0,0,0,1,Entry,Low,Suburban
6484,Region 5,S09,2M,2,2,2,0,1,0,0,Premium,High,Rural
6492,Region 5,S09,1M,2,1,1,0,0,0,0,Standard,Medium,Suburban
6502,Region 3,S05,1M,2,1,1,0,0,0,1,Entry,Medium,Urban
6510,Region 4,S07,2M,3,2,2,0,0,0,0,Standard,Low,Suburban
6530,Region 1,S02,1M,1,1,1,0,0,1,0,Premium,High,Urban
6538,Region 4,S08,1M,2,2,2,0,0,0,0,Premium,Medium,Suburban
6542,Region 2,S04,1M,2,2,2,0,0,0,1,Premium,High,Rural
6560,Region 2,S04,1M,4,2,2,0,0,0,1,Standard,High,Urban
6570,Region 5,S11,1M,5,4,4,0,0,0,1,Premium,Medium,Suburban
6579,Region 2,S12,2M,5,3,4,0,0,0,0,Entry,Medium,Urban
6607,Region 5,S11,1M,5,3,3,0,0,1,1,Premium,Medium,Suburban
6651,Region 5,S09,1M,2,1,1,0,0,0,1,Standard,Medium,Rural
6661,Region 3,S05,1M,6,4,4,0,0,0,1,High Net Worth,Medium,Suburban
6663,Region 2,S03,1M,4,2,2,0,0,0,1,Standard,High,Rural
6665,Region 2,S04,5M,4,3,4,0,0,0,0,Entry,Medium,Suburban
6668,Region 3,S06,1M,5,3,3,0,0,0,1,Entry,Medium,Suburban
6692,Region 1,S01,1M,2,1,1,0,0,0,0,Premium,Medium,Urban
6701,Region 2,S04,1M,6,5,5,0,0,0,1,Entry,Medium,Suburban
6718,Region 5,S11,1M,3,2,2,0,0,0,1,Standard,High,Suburban
6725,Region 3,S06,1M,4,4,4,0,0,0,0,Premium,Medium,Suburban
6726,Region 3,S05,2M,3,3,3,0,0,0,1,Entry,Low,Suburban
6730,Region 4,S07,2M,5,4,4,0,0,0,0,Premium,High,Urban
6739,Region 5,S10,1M,3,2,2,0,0,0,0,Entry,High,Rural
6742,Region 3,S05,5M,6,4,5,0,0,0,1,Standard,Medium,Rural
6749,Region 3,S06,2M,2,1,1,0,0,1,1,Premium,Medium,Suburban
6760,Region 2,S04,2M,6,4,4,0,0,0,1,Premium,High,Urban
6764,Region 5,S09,2M,3,3,3,0,0,0,1,Premium,Medium,Suburban
6768,Region 3,S06,5M,1,1,1,0,0,1,0,Premium,High,Rural
6780,Region 5,S09,1M,4,2,2,0,0,0,0,Entry,Low,Urban
6782,Region 3,S05,2M,3,3,3,0,0,0,0,Entry,Medium,Urban
6805,Region 5,S11,2M,1,1,1,0,1,0,1,Premium,Low,Urban
6808,Region 2,S12,1M,2,2,3,0,0,1,1,Standard,Low,Suburban
